CODIBGE_domicílio do devedor;COMARCA_ABR - DOMICILIO DO DEVEDOR;CODIBGE_ABR_Praça de Protesto;PRAÇA DE PROTESTO;ABR_UF;;
2508604;LUCENA;2508604;LUCENA;PB;;
2508802;MALTA;2508802;MALTA;PB;;
2508901;MAMANGUAPE;2508901;MAMANGUAPE;PB;;
2509107;MARI;2509107;MARI;PB;;
2504009;MASSARANDUBA ;2509206;CAMPINA GRANDE;PB;;
2508901;MATARACA;2509305;MAMANGUAPE;PB;;
2504306;MATO GROSSO ;2509370;CATOLE DO ROCHA;PB;;
2506905;MOGEIRO ;2509404;ITABAIANA;PB;;
2506004;MONTADAS;2509503;ESPERANCA;PB;;
2502409;MONTE HOREBE ;2509602;BONITO DE SANTA FE;PB;;
2509701;MONTEIRO;2509701;MONTEIRO;PB;;
2500502;MULUNGU ;2509800;ALAGOINHA;PB;;
2505105;NOVA FLORESTA ;2510105;CUITE;PB;;
2513604;NOVA OLINDA;2510204;SANTANA DOS GARROTES;PB;;
2511400;NOVA PALMEIRA;2510303;PICUI;PB;;
2510808;PATOS;2510808;PATOS;PB;;
2510907;PAULISTA;2510907;PAULISTA;PB;;
2507002;PEDRA BRANCA ;2511004;ITAPORANGA PB;PB;;
2511202;PEDRAS DE FOGO;2511202;PEDRAS DE FOGO;PB;;
2507309;PEDRO REGIS ;2512721;JACARAU;PB;;
2511301;PIANCO;2511301;PIANCO;PB;;
2511400;PICUI;2511400;PICUI;PB;;
2511509;PILAR;2511509;PILAR;PB;;
2511608;PILOES;2511608;PILOES;PB;;
2506301;PILOIZINHOS;2511707;GUARABIRA;PB;;
2511806;PIRPIRITUBA;2511806;PIRPIRITUBA;PB;;
2512002;POCINHOS;2512002;POCINHOS;PB;;
2516904;POCO DANTAS;2512036;UIRAUNA;PB;;
2512101;POMBAL;2512101;POMBAL;PB;;
2512200;PRATA;2512200;PRATA;PB;;
2512309;PRINCESA ISABEL;2512309;PRINCESA ISABEL;PB;;
2512507;QUEIMADAS;2512507;QUEIMADAS;PB;;
2510808;QUIXABA;2512606;PATOS;PB;;
2512705;REMIGIO;2512705;REMIGIO;PB;;
2506806;RIACHAO;2512747;INGA;PB;;
2506806;RIACHAO DO BACAMARTE ;2512754;INGA;PB;;
2504801;RIACHO DE SANTO ANTONIO;2512788;COREMAS;PB;;
2504306;RIACHO DOS CAVALOS ;2512804;CATOLE DO ROCHA;PB;;
2512903;RIO TINTO;2512903;RIO TINTO;PB;;
2502805;S JOSE DO BREJO CRUZ;2514651;BREJO DO CRUZ;PB;;
2516508;SALGADINHO;2513000;TAPEROA PB;PB;;
2506905;SALGADO DE SAO FELIX;2513109;ITABAIANA;PB;;
2516201;SANTA CRUZ;2513208;SOUSA;PB;;
2504405;SANTA INES;2513356;CONCEICAO;PB;;
2513406;SANTA LUZIA;2513406;SANTA LUZIA;PB;;
2513703;SANTA RITA PB;2513703;SANTA RITA PB;PB;;
2513604;SANTANA DOS GARROTES;2513604;SANTANA DOS GARROTES;PB;;
2507705;SANTO ANDRE PB;2513851;JUAZEIRINHO;PB;;
2513901;SAO BENTO;2513901;SAO BENTO;PB;;
2512101;SAO DOMINGOS;2513968;POMBAL;PB;;
2514008;SAO JOAO DO CARIRI;2514008;SAO JOAO DO CARIRI;PB;;
2500700;SAO JOAO DO RIO DO PEIXE;2500700;SAO JOAO DO RIO DO PEIXE;PB;;
2516201;SAO JOSE DA LAGOA TAPADA;2514206;SOUSA;PB;;
2507002;SAO JOSE DE CAIANA ;2514305;ITAPORANGA PB;PB;;
2514503;SAO JOSE DE PIRANHAS;2514503;SAO JOSE DE PIRANHAS;PB;;
2512309;SAO JOSE DE PRINCESA;2514552;PRINCESA ISABEL;PB;;
2514909;SAO MAMEDE;2514909;SAO MAMEDE;PB;;
2511509;SAO MIGUEL DE TAIPU;2515005;PILAR;PB;;
2509701;SAO SEBASTIAO DO UMBUZEIRO;2515203;MONTEIRO;PB;;
2516102;SAO VICENTE DO SERIDO;2515401;SOLEDADE;PB;;
2515302;SAPE;2515302;SAPE;PB;;
2515500;SERRA BRANCA;2515500;SERRA BRANCA;PB;;
2511806;SERRA DA RAIZ;2515609;PIRPIRITUBA;PB;;
2507002;SERRA GRANDE ;2515708;ITAPORANGA PB;PB;;
2506806;SERRA REDONDA ;2515807;INGA;PB;;
2515906;SERRARIA;2515906;SERRARIA;PB;;
2511806;SERTAOZINHO;2515930;PIRPIRITUBA;PB;;
2516003;SOLANEA;2516003;SOLANEA;PB;;
2516102;SOLEDADE;2516102;SOLEDADE;PB;;
2516201;SOUSA;2516201;SOUSA;PB;;
2516300;SUME;2516300;SUME;PB;;
2516508;TAPEROA;2516508;TAPEROA;PB;;
2516706;TEIXEIRA;2516706;TEIXEIRA;PB;;
2516904;UIRAUNA;2516904;UIRAUNA;PB;;
2517001;UMBUZEIRO;2517001;UMBUZEIRO;PB;;
2513406;VARZEA;2517100;SANTA LUZIA;PB;;
2508802;VISTA SERRANA;2505501;MALTA;PB;;
2600054;ABREU E LIMA;2600054;ABREU E LIMA;PE;;
2600104;AFOGADOS DA INGAZEIRA;2600104;AFOGADOS DA INGAZEIRA;PE;;
2600203;AFRANIO;2600203;AFRANIO;PE;;
2600302;AGRESTINA;2600302;AGRESTINA;PE;;
2600401;AGUA PRETA;2600401;AGUA PRETA;PE;;
2600500;AGUAS BELAS;2600500;AGUAS BELAS;PE;;
2610905;ALAGOINHA;2600609;PESQUEIRA;PE;;
2600708;ALIANCA;2600708;ALIANCA;PE;;
2600807;ALTINHO;2600807;ALTINHO;PE;;
2600906;AMARAJI;2600906;AMARAJI;PE;;
2601003;ANGELIM;2601003;ANGELIM;PE;;
2606804;ARACOIABA;2601052;IGARASSU;PE;;
2601102;ARARIPINA;2601102;ARARIPINA;PE;;
2601201;ARCOVERDE;2601201;ARCOVERDE;PE;;
2601300;BARRA DE GUABIRABA;2601300;BARRA DE GUABIRABA;PE;;
2601409;BARREIROS;2601409;BARREIROS;PE;;
2601508;BELEM DE MARIA;2601508;BELEM DE MARIA;PE;;
2601607;BELEM DE SAO FRANCISCO;2601607;BELEM DE SAO FRANCISCO;PE;;
2601706;BELO JARDIM;2601706;BELO JARDIM;PE;;
2601805;BETANIA;2601805;BETANIA;PE;;
2601904;BEZERROS;2601904;BEZERROS;PE;;
2602001;BODOCO;2602001;BODOCO;PE;;
2602100;BOM CONSELHO;2602100;BOM CONSELHO;PE;;
2602209;BOM JARDIM;2602209;BOM JARDIM;PE;;
2602308;BONITO;2602308;BONITO;PE;;
2602407;BREJAO;2602407;BREJAO;PE;;
2607703;BREJINHO;2602506;ITAPETIM;PE;;
2602605;BREJO DA MADRE DE DEUS;2602605;BREJO DA MADRE DE DEUS;PE;;
2602704;BUENOS AIRES;2602704;BUENOS AIRES;PE;;
2602803;BUIQUE;2602803;BUIQUE;PE;;
2602902;CABO DE SANTO AGOSTINHO;2602902;CABO DE SANTO AGOSTINHO;PE;;
2603009;CABROBO;2603009;CABROBO;PE;;
2603108;CACHOEIRINHA;2603108;CACHOEIRINHA;PE;;
2603207;CAETES;2603207;CAETES;PE;;
2603306;CALCADO;2603306;CALCADO;PE;;
2603405;CALUMBI;2603405;CALUMBI;PE;;
2603454;CAMARAGIBE;2603454;CAMARAGIBE;PE;;
2603504;CAMOCIM DE SAO FELIX;2603504;CAMOCIM DE SAO FELIX;PE;;
2603603;CAMUTANGA;2603603;CAMUTANGA;PE;;
2603702;CANHOTINHO;2603702;CANHOTINHO;PE;;
2603801;CAPOEIRAS;2603801;CAPOEIRAS;PE;;
2603900;CARNAIBA;2603900;CARNAIBA;PE;;
2605707;CARNAUBEIRA DA PENHA;2603926;FLORESTA;PE;;
2604007;CARPINA;2604007;CARPINA;PE;;
2604106;CARUARU;2604106;CARUARU;PE;;
2604155;CASINHAS;2604155;CASINHAS;PE;;
2604205;CATENDE;2604205;CATENDE;PE;;
2604304;CEDRO;2604304;CEDRO;PE;;
2604403;CHA DE ALEGRIA;2604403;CHA DE ALEGRIA;PE;;
2606408;CHA GRANDE;2604502;GRAVATA;PE;;
2604601;CONDADO;2604601;CONDADO;PE;;
2604700;CORRENTES;2604700;CORRENTES;PE;;
2604809;CORTES;2604809;CORTES;PE;;
2604908;CUMARU;2604908;CUMARU;PE;;
2605004;CUPIRA;2605004;CUPIRA;PE;;
2605103;CUSTODIA;2605103;CUSTODIA;PE;;
2605152;DORMENTES;2605152;DORMENTES;PE;;
2605202;ESCADA;2605202;ESCADA;PE;;
2605301;EXU;2605301;EXU;PE;;
2605400;FEIRA NOVA;2605400;FEIRA NOVA;PE;;
2605459;FERNANDO DE NORONHA;2605459;FERNANDO DE NORONHA;PE;;
2605509;FERREIROS;2605509;FERREIROS;PE;;
2605608;FLORES;2605608;FLORES;PE;;
2605707;FLORESTA;2605707;FLORESTA;PE;;
2605806;FREI MIGUELINO;2605806;FREI MIGUELINO;PE;;
2605905;GAMELEIRA;2605905;GAMELEIRA;PE;;
2606002;GARANHUNS;2606002;GARANHUNS;PE;;
2606101;GLORIA DO GOITA;2606101;GLORIA DO GOITA;PE;;
2606200;GOIANA;2606200;GOIANA;PE;;
2606408;GRAVATA;2606408;GRAVATA;PE;;
2600500;IATI;2606507;AGUAS BELAS;PE;;
2606606;IBIMIRIM;2606606;IBIMIRIM;PE;;
2606705;IBIRAJUBA;2606705;IBIRAJUBA;PE;;
2606804;IGARASSU;2606804;IGARASSU;PE;;
2600104;IGUARACY;2606903;AFOGADOS DA INGAZEIRA;PE;;
2607604;ILHA DE ITAMARACA;2607604;ILHA DE ITAMARACA;PE;;
2607000;INAJA;2607000;INAJA;PE;;
2615904;INGAZEIRA;2607109;TUPARETAMA;PE;;
2607208;IPOJUCA;2607208;IPOJUCA;PE;;
2607307;IPUBI;2607307;IPUBI;PE;;
2607505;ITAIBA;2607505;ITAIBA;PE;;
2607653;ITAMBE;2607653;ITAMBE;PE;;
2607703;ITAPETIM;2607703;ITAPETIM;PE;;
2607752;ITAPISSUMA;2607752;ITAPISSUMA;PE;;
2607802;ITAQUITINGA;2607802;ITAQUITINGA;PE;;
2607901;JABOATAO DOS GUARARAPES;2607901;JABOATAO DOS GUARARAPES;PE;;
2608008;JATAUBA;2608008;JATAUBA;PE;;
2611002;JATOBA;2608057;PETROLANDIA;PE;;
2608107;JOAO ALFREDO;2608107;JOAO ALFREDO;PE;;
2608206;JOAQUIM NABUCO;2608206;JOAQUIM NABUCO;PE;;
2608255;JUCATI;2608255;JUCATI;PE;;
2608305;JUPI;2608305;JUPI;PE;;
2608404;JUREMA;2608404;JUREMA;PE;;
2604007;LAGOA DO CARRO PE;2608453;CARPINA;PE;;
2608503;LAGOA DO ITAENGA;2608503;LAGOA DO ITAENGA;PE;;
2608602;LAGOA DO OURO;2608602;LAGOA DO OURO;PE;;
2608701;LAGOA DOS GATOS;2608701;LAGOA DOS GATOS;PE;;
2612604;LAGOA GRANDE;2608750;SANTA MARIA DA BOA VISTA;PE;;
2608800;LAJEDO;2608800;LAJEDO;PE;;
2608909;LIMOEIRO;2608909;LIMOEIRO;PE;;
2609006;MACAPARANA;2609006;MACAPARANA;PE;;
2609105;MACHADOS;2609105;MACHADOS;PE;;
2607000;MANARI;2609154;INAJA;PE;;
2609204;MARAIAL;2609204;MARAIAL;PE;;
2609303;MIRANDIBA;2609303;MIRANDIBA;PE;;
2614303;MOREILANDIA;2614303;MOREILANDIA;PE;;
2609402;MORENO;2609402;MORENO;PE;;
2609501;NAZARE DA MATA;2609501;NAZARE DA MATA;PE;;
2609600;OLINDA;2609600;OLINDA;PE;;
2609709;OROBO;2609709;OROBO;PE;;
2609808;OROCO;2609808;OROCO;PE;;
2609907;OURICURI;2609907;OURICURI;PE;;
2610004;PALMARES;2610004;PALMARES;PE;;
2610103;PALMEIRINA;2610103;PALMEIRINA;PE;;
2610202;PANELAS;2610202;PANELAS;PE;;
2610301;PARANATAMA;2610301;PARANATAMA;PE;;
2610400;PARNAMIRIM;2610400;PARNAMIRIM;PE;;
2610509;PASSIRA;2610509;PASSIRA;PE;;
2610608;PAUDALHO;2610608;PAUDALHO;PE;;
2610707;PAULISTA;2610707;PAULISTA;PE;;
2610806;PEDRA;2610806;PEDRA;PE;;
2610905;PESQUEIRA;2610905;PESQUEIRA;PE;;
2611002;PETROLANDIA;2611002;PETROLANDIA;PE;;
2611101;PETROLINA;2611101;PETROLINA;PE;;
2611200;POCAO;2611200;POCAO;PE;;
2611309;POMBOS;2611309;POMBOS;PE;;
2611408;PRIMAVERA;2611408;PRIMAVERA;PE;;
2611507;QUIPAPA;2611507;QUIPAPA;PE;;
2611533;QUIXABA;2611533;QUIXABA;PE;;
2611606;RECIFE;2611606;RECIFE;PE;;
2611705;RIACHO DAS ALMAS;2611705;RIACHO DAS ALMAS;PE;;
2611804;RIBEIRAO;2611804;RIBEIRAO;PE;;
2611903;RIO FORMOSO;2611903;RIO FORMOSO;PE;;
2612000;SAIRE;2612000;SAIRE;PE;;
2608107;SALGADINHO;2612109;JOAO ALFREDO;PE;;
2612208;SALGUEIRO;2612208;SALGUEIRO;PE;;
2612307;SALOA;2612307;SALOA;PE;;
2612406;SANHARO;2612406;SANHARO;PE;;
2612455;SANTA CRUZ;2612455;SANTA CRUZ;PE;;
2612505;SANTA CRUZ DO CAPIBARIBE;2612505;SANTA CRUZ DO CAPIBARIBE;PE;;
2612554;SANTA FILOMENA;2612554;SANTA FILOMENA;PE;;
2612604;SANTA MARIA DA BOA VISTA;2612604;SANTA MARIA DA BOA VISTA;PE;;
2612802;SANTA TEREZINHA;2612802;SANTA TEREZINHA;PE;;
2612901;SAO BENEDITO DO SUL;2612901;SAO BENEDITO DO SUL;PE;;
2613008;SAO BENTO DO UNA;2613008;SAO BENTO DO UNA;PE;;
2613107;SAO CAITANO;2613107;SAO CAITANO;PE;;
2613206;SAO JOAO;2613206;SAO JOAO;PE;;
2613305;SAO JOAQUIM DO MONTE;2613305;SAO JOAQUIM DO MONTE;PE;;
2613404;SAO JOSE DA COROA GRANDE;2613404;SAO JOSE DA COROA GRANDE;PE;;
2613503;SAO JOSE DO BELMONTE;2613503;SAO JOSE DO BELMONTE;PE;;
2613602;SAO JOSE DO EGITO;2613602;SAO JOSE DO EGITO;PE;;
2613701;SAO LOURENCO DA MATA;2613701;SAO LOURENCO DA MATA;PE;;
2613800;SAO VICENTE FERRER;2613800;SAO VICENTE FERRER;PE;;
2613909;SERRA TALHADA;2613909;SERRA TALHADA;PE;;
2614006;SERRITA;2614006;SERRITA;PE;;
2614105;SERTANIA;2614105;SERTANIA;PE;;
2614204;SIRINHAEM;2614204;SIRINHAEM;PE;;
2614600;SOLIDAO;2614402;TABIRA;PE;;
2612471;STA CRUZ BAIXA VERDE;2612471;SANTA CRUZ DA BAIXA VERDE;PE;;
2612703;STA MARIA DO CAMBUCA;2612703;STA MARIA DO CAMBUCA;PE;;
2614501;SURUBIM;2614501;SURUBIM;PE;;
2614600;TABIRA;2614600;TABIRA;PE;;
2614709;TACAIMBO;2614709;TACAIMBO;PE;;
2614808;TACARATU;2614808;TACARATU;PE;;
2614857;TAMANDARE;2614857;TAMANDARE;PE;;
2615003;TAQUARITINGA DO NORTE;2615003;TAQUARITINGA DO NORTE;PE;;
2615102;TEREZINHA;2615102;TEREZINHA;PE;;
2615201;TERRA NOVA;2615201;TERRA NOVA;PE;;
2615300;TIMBAUBA;2615300;TIMBAUBA;PE;;
2615409;TORITAMA;2615409;TORITAMA;PE;;
2615508;TRACUNHAEM;2615508;TRACUNHAEM;PE;;
2615607;TRINDADE;2615607;TRINDADE;PE;;
2615706;TRIUNFO;2615706;TRIUNFO;PE;;
2602803;TUPANATINGA;2615805;BUIQUE;PE;;
2615904;TUPARETAMA;2615904;TUPARETAMA;PE;;
2616001;VENTUROSA;2616001;VENTUROSA;PE;;
2616100;VERDEJANTE;2616100;VERDEJANTE;PE;;
2614501;VERTENTE DO LERIO;2616183;SURUBIM;PE;;
2616209;VERTENTES;2616209;VERTENTES;PE;;
2616308;VICENCIA;2616308;VICENCIA;PE;;
2616407;VITORIA DE SANTO ANTAO;2616407;VITORIA DE SANTO ANTAO;PE;;
2616506;XEXEU;2616506;XEXEU;PE;;
2200202;AGUA BRANCA;2200202;AGUA BRANCA;PI;;
2200400;ALTOS;2200400;ALTOS;PI;;
2211001;ALVORADA DO GURGUEIA;2200459;TERESINA;PI;;
2211209;ANTONIO ALMEIDA;2200806;URUCUI;PI;;
2211001;ASSUNCAO DO PIAUI;2201051;TERESINA;PI;;
2208908;BAIXA GRANDE DO RIBEIRO;2201150;RIBEIRO GONCALVES;PI;;
2202901;BARREIRAS DO PIAUI;2201309;CORRENTE;PI;;
2205201;BELEM DO PIAUI;2201572;JAICOS;PI;;
2211209;BERTOLINIA;2201705;URUCUI;PI;;
2201903;BOM JESUS;2201903;BOM JESUS;PI;;
2210607;BOMFIM DO PIAUI;2201929;SAO RAIMUNDO NONATO;PI;;
2211001;BOQUEIRAO DO PIAUI;2201945;TERESINA;PI;;
2208403;BRASILEIRA;2201960;PIRIPIRI;PI;;
2202059;CABECEIRAS DO PIAUI;2202059;CABECEIRAS DO PIAUI;PI;;
2207009;CAJAZEIRAS DO PIAUI;2202075;OEIRAS;PI;;
2210003;CAMPO ALEGRE DO FIDA;2202117;SAO JOAO DO PIAUI;PI;;
2208502;CAMPO LARGO DO PIAUI;2202174;PORTO;PI;;
2203909;CANAVIEIRA;2202251;FLORIANO;PI;;
2202406;CAPITAO DE CAMPOS;2202406;CAPITAO DE CAMPOS;PI;;
2210003;CAPITAO GERVASIO OLIVEIRA;2202455;SAO JOAO DO PIAUI;PI;;
2208403;COCAL DE TELHA;2202711;PIRIPIRI;PI;;
2207009;COLONIA DO PIAUI;2202778;OEIRAS;PI;;
2210607;CORONEL JOSE DIAS;2202851;SAO RAIMUNDO NONATO;PI;;
2202901;CORRENTE;2202901;CORRENTE;PI;;
2210607;DIRCEU ARCORVERDE;2203354;SAO RAIMUNDO NONATO;PI;;
2210607;DOM INOCENCIO;2203453;SAO RAIMUNDO NONATO;PI;;
2207900;DOMINGOS MOURAO;2203420;PEDRO II;PI;;
2210607;FARTURA DO PIAUI;2203750;SAO RAIMUNDO NONATO;PI;;
2203909;FLORIANO;2203909;FLORIANO;PI;;
2203909;FRANCISCO AYRES;2204105;FLORIANO;PI;;
2208007;GEMINIANO;2204352;PICOS;PI;;
2211001;GUARIBAS;2204550;TERESINA;PI;;
2207702;ILHA GRANDE;2204659;PARNAIBA;PI;;
2205201;JAICOS;2205201;JAICOS;PI;;
2211001;JATOBA DO PIAU;2205276;TERESINA;PI;;
2210003;JOAO COSTA;2205359;SAO JOAO DO PIAUI;PI;;
2205508;JOSE DE FREITAS;2205508;JOSE DE FREITAS;PI;;
2202901;JULIO BORGES;2205524;CORRENTE;PI;;
2211001;JUREMA;2205532;TERESINA;PI;;
2210003;LAGOA DO BARRO DO PI;2205565;SAO JOAO DO PIAUI;PI;;
2206308;MIGUEL LEAO;2206308;MIGUEL LEAO;PI;;
2208007;MONSENHOR HIPOLITO;2206506;PICOS;PI;;
2211001;NAZARIA;2206720;TERESINA;PI;;
2211001;NOSSA SENHORA NAZARE;2206753;TERESINA;PI;;
2210003;NOVA SANTA RITA;2207959;SAO JOAO DO PIAUI;PI;;
2200400;NOVO SANTO ANTONIO;2206951;ALTOS;PI;;
2207009;OEIRAS;2207009;OEIRAS;PI;;
2210003;PADRO LAURENTINO;2207934;SAO JOAO DO PIAUI;PI;;
2208007;PAQUETA;2207553;PICOS;PI;;
2207702;PARNAIBA;2207702;PARNAIBA;PI;;
2205201;PATOS DO PIAUI;2207777;JAICOS;PI;;
2207900;PEDRO II;2207900;PEDRO II;PI;;
2208007;PICOS;2208007;PICOS;PI;;
2208304;PIRACURUCA;2208304;PIRACURUCA;PI;;
2208403;PIRIPIRI;2208403;PIRIPIRI;PI;;
2211209;PORTO ALEGRE DO PIAUI;2208551;URUCUI;PI;;
2202901;RIACHO FRIO;2208858;CORRENTE;PI;;
2210003;RIBEIRA DO PIAUI;2208874;SAO JOAO DO PIAUI;PI;;
2208908;RIBEIRO GONCALVES;2208908;RIBEIRO GONCALVES;PI;;
2209302;SANTA LUZ;2209302;SANTA LUZ;PI;;
2207009;SANTA ROSA DO PIAUI;2209377;OEIRAS;PI;;
2208007;SANTANA DO PIAUI;2209351;PICOS;PI;;
2210607;SAO BRAZ DO PIAUI;2209559;SAO RAIMUNDO NONATO;PI;;
2207009;SAO FRANCISCO PIAUI;2209708;OEIRAS;PI;;
2202901;SAO GONCALO DO GURGUEIA;2209757;CORRENTE;PI;;
2208007;SAO JOAO CANABRAVA;2209856;PICOS;PI;;
2208304;SAO JOAO DA FRONTEIRA;2209872;PIRACURUCA;PI;;
2207009;SAO JOAO DA VARJOTA;2209955;OEIRAS;PI;;
2211001;SAO JOAO DO ARRAIAL;2209971;TERESINA;PI;;
2210003;SAO JOAO DO PIAUI;2210003;SAO JOAO DO PIAUI;PI;;
2208304;SAO JOSE DO DIVINO;2210052;PIRACURUCA;PI;;
2203909;SAO JOSE DO PEIXE;2210102;FLORIANO;PI;;
2208007;SAO JOSE PIAUI;2210201;PICOS;PI;;
2210607;SAO LOURENCO DO PIAU;2210359;SAO RAIMUNDO NONATO;PI;;
2211001;SAO LUIS DO PIAUI;2210375;TERESINA;PI;;
2210607;SAO RAIMUNDO NONATO;2210607;SAO RAIMUNDO NONATO;PI;;
2211209;SEBASTIAO LEAL;2210631;URUCUI;PI;;
2208007;SUSSUAPARA;2210938;PICOS;PI;;
2207009;TANQUE DO PIAUI;2210979;OEIRAS;PI;;
2211001;TERESINA;2211001;TERESINA;PI;;
2211209;URUCUI;2211209;URUCUI;PI;;
2210607;VARZEA BRANCA;2211357;SAO RAIMUNDO NONATO;PI;;
2211001;VERA MENDES;2211506;TERESINA;PI;;
4121901;ABATIA;4100103;RIBEIRAO DO PINHAL;PR;;
4103107;ADRIANOPOLIS;4100202;BOCAIUVA DO SUL;PR;;
4107652;AGUDOS DO SUL;4100301;FAZENDA RIO GRANDE;PR;;
4100400;ALMIRANTE TAMANDARE;4100400;ALMIRANTE TAMANDARE;PR;;
4103909;ALTAMIRA DO PARANA;4100459;CAMPINA DA LAGOA;PR;;
4100608;ALTO PARANA;4100608;ALTO PARANA;PR;;
4100707;ALTO PIQUIRI;4100707;ALTO PIQUIRI;PR;;
4100509;ALTONIA;4100509;ALTONIA;PR;;
4102802;ALVORADA DO SUL;4100806;BELA VISTA DO PARAISO;PR;;
4118402;AMAPORA;4100905;PARANAVAI;PR;;
4101002;AMPERE;4101002;AMPERE;PR;;
4106308;ANAHY;4101051;CORBELIA;PR;;
4101101;ANDIRA;4101101;ANDIRA;PR;;
4123402;ANGULO;4101150;SANTA FE;PR;;
4101200;ANTONINA;4101200;ANTONINA;PR;;
4125605;ANTONIO OLINTO;4101309;SAO MATEUS DO SUL;PR;;
4101408;APUCARANA;4101408;APUCARANA;PR;;
4101507;ARAPONGAS;4101507;ARAPONGAS;PR;;
4101606;ARAPOTI;4101606;ARAPOTI;PR;;
4111506;ARAPUA;4101655;IVAIPORA;PR;;
4118808;ARARUNA;4101705;PEABIRU;PR;;
4101804;ARAUCARIA;4101804;ARAUCARIA;PR;;
4111506;ARIRANHA DO AVAI;4101853;IVAIPORA;PR;;
4101903;ASSAI;4101903;ASSAI;PR;;
4102000;ASSIS CHATEAUBRIAND;4102000;ASSIS CHATEAUBRIAND;PR;;
4102109;ASTORGA;4102109;ASTORGA;PR;;
4116901;ATALAIA;4102208;NOVA ESPERANCA;PR;;
4104204;BALSA NOVA;4102307;CAMPO LARGO;PR;;
4102406;BANDEIRANTES;4102406;BANDEIRANTES;PR;;
4102505;BARBOSA FERRAZ;4102505;BARBOSA FERRAZ;PR;;
4101101;BARRA DO JACARE;4102703;ANDIRA;PR;;
4102604;BARRACAO;4102604;BARRACAO;PR;;
4101002;BELA VISTA DA CAROBA;4102752;AMPERE ;PR;;
4102802;BELA VISTA DO PARAISO;4102802;BELA VISTA DO PARAISO;PR;;
4114005;BOA ESPERANCA;4103008;MAMBORE;PR;;
4107207;BOA ESPERANCA DO IGUACU;4103024;DOIS VIZINHOS;PR;;
4119608;BOA VENTURA SAO ROQU;4103040;PITANGA;PR;;
4104600;BOA VISTA APARECIDA;4103057;CAPITAO LEONIDAS MARQUES;PR;;
4103107;BOCAIUVA DO SUL;4103107;BOCAIUVA DO SUL;PR;;
4102604;BOM JESUS DO SUL;4103156;BARRACAO;PR;;
4112108;BOM SUCESSO;4103206;JANDAIA DO SUL;PR;;
4118501;BOM SUCESSO DO SUL;4103222;PATO BRANCO;PR;;
4107603;BORRAZOPOLIS;4103305;FAXINAL;PR;;
4106308;BRAGANEY;4103354;CORBELIA;PR;;
4105102;CAFEARA;4103404;CENTENARIO DO SUL;PR;;
4116703;CAFELANDIA;4103453;NOVA AURORA;PR;;
4110607;CAFEZAL DO SUL;4103479;IPORA;PR;;
4114906;CALIFORNIA;4103503;MARILANDIA DO SUL;PR;;
4103602;CAMBARA;4103602;CAMBARA;PR;;
4103701;CAMBE;4103701;CAMBE;PR;;
4101408;CAMBIRA;4103800;APUCARANA;PR;;
4103909;CAMPINA DA LAGOA;4103909;CAMPINA DA LAGOA;PR;;
4104006;CAMPINA GRANDE DO SUL;4104006;CAMPINA GRANDE DO SUL;PR;;
4109302;CAMPO BONITO;4104055;GUARANIACU;PR;;
4122305;CAMPO DO TENENTE;4104105;RIO NEGRO PR;PR;;
4104204;CAMPO LARGO;4104204;CAMPO LARGO;PR;;
4100400;CAMPO MAGRO;4104253;ALMIRANTE TAMANDARE;PR;;
4104303;CAMPO MOURAO;4104303;CAMPO MOURAO;PR;;
4104402;CANDIDO DE ABREU;4104402;CANDIDO DE ABREU;PR;;
4109401;CANDOI;4104428;GUARAPUAVA;PR;;
4104451;CANTAGALO;4104451;CANTAGALO;PR;;
4104501;CAPANEMA;4104501;CAPANEMA;PR;;
4104600;CAPITAO LEONIDAS MARQUES;4104600;CAPITAO LEONIDAS MARQUES;PR;;
4104907;CARAMBEI;4104659;CASTRO;PR;;
4104709;CARLOPOLIS;4104709;CARLOPOLIS;PR;;
4104808;CASCAVEL;4104808;CASCAVEL;PR;;
4104907;CASTRO;4104907;CASTRO;PR;;
4105003;CATANDUVAS;4105003;CATANDUVAS;PR;;
4105102;CENTENARIO DO SUL;4105102;CENTENARIO DO SUL;PR;;
4105201;CERRO AZUL;4105201;CERRO AZUL;PR;;
4115606;CEU AZUL;4105300;MATELANDIA;PR;;
4105409;CHOPINZINHO;4105409;CHOPINZINHO;PR;;
4105508;CIANORTE;4105508;CIANORTE;PR;;
4105607;CIDADE GAUCHA;4105607;CIDADE GAUCHA;PR;;
4105706;CLEVELANDIA;4105706;CLEVELANDIA;PR;;
4105805;COLOMBO;4105805;COLOMBO;PR;;
4105904;COLORADO;4105904;COLORADO;PR;;
4106001;CONGONHINHAS;4106001;CONGONHINHAS;PR;;
4109708;CONSELHEIRO MAIRINCK;4106100;IBAITI;PR;;
4113205;CONTENDA;4106209;LAPA;PR;;
4106308;CORBELIA;4106308;CORBELIA;PR;;
4106407;CORNELIO PROCOPIO;4106407;CORNELIO PROCOPIO;PR;;
4117602;CORONEL DOMINGO SOARES;4106456;PALMAS;PR;;
4106506;CORONEL VIVIDA;4106506;CORONEL VIVIDA;PR;;
4102505;CORUMBATAI;4106555;BARBOSA FERRAZ;PR;;
4128203;CRUZ MACHADO;4106803;UNIAO DA VITORIA;PR;;
4107207;CRUZEIRO DO IGUACU;4106571;DOIS VIZINHOS;PR;;
4106605;CRUZEIRO DO OESTE;4106605;CRUZEIRO DO OESTE;PR;;
